City,PM2.5,PM10,SO2,NO2,CO,NO,O3,NH3,AQI,AQI_Bucket,PM10_SubIndex,PM2.5_SubIndex,SO2_SubIndex,NO_SubIndex,NH3_SubIndex,CO_SubIndex,O3_SubIndex
Narayanganj,46.5,51.97,16.69,37.36,921.25,0.0,61.51,4.5,77.5,Satisfactory,51.97,77.5,20.862500000000004,0.0,1.125,5619.117647058823,61.51
Narsingdi,79.75,84.19,20.27,10.54,607.49,0.24,117.3,4.37,165.83333333333331,Moderate,84.19,165.83333333333331,25.3375,0.3,1.0925,3773.470588235294,125.44117647058823
Netrokona,24.18,25.5,1.64,2.61,480.65,0.02,75.82,3.14,40.3,Good,25.5,40.3,2.05,0.025,0.785,3027.3529411764707,75.82
Rajbari,67.64,69.65,5.07,2.4,580.79,0.08,133.04,1.31,125.46666666666667,Moderate,69.65,125.46666666666667,6.3375,0.1,0.3275,3616.4117647058824,148.58823529411762
Shariatpur,17.69,20.44,1.34,4.67,560.76,0.0,43.63,5.13,29.483333333333338,Good,20.44,29.483333333333338,1.675,0.0,1.2825,3498.5882352941176,43.63
Sherpur,25.63,26.78,1.43,5.18,667.57,0.02,60.8,4.31,42.71666666666667,Good,26.78,42.71666666666667,1.7875,0.025,1.0775,4126.882352941177,60.8
Tangail,49.42,51.22,6.32,3.51,694.28,0.04,127.32,2.12,82.36666666666667,Satisfactory,51.22,82.36666666666667,7.9,0.05,0.53,4284.0,140.17647058823528
Bogra,49.1,51.44,4.23,2.91,600.82,0.02,97.28,3.26,81.83333333333334,Satisfactory,51.44,81.83333333333334,5.2875000000000005,0.025,0.815,3734.2352941176473,97.28
Joypurhat,37.48,39.83,3.55,3.73,607.49,0.04,98.71,3.52,62.46666666666666,Satisfactory,39.83,62.46666666666666,4.4375,0.05,0.88,3773.470588235294,98.71
Naogaon,54.29,57.18,3.46,1.97,574.11,0.08,97.28,2.79,90.48333333333333,Satisfactory,57.18,90.48333333333333,4.325,0.1,0.6975,3577.1176470588234,97.28
Natore,41.08,42.88,2.95,2.04,540.73,0.11,87.98,3.33,68.46666666666667,Satisfactory,42.88,68.46666666666667,3.6875,0.1375,0.8325,3380.764705882353,87.98
Nawabganj,30.36,32.12,3.87,0.8,580.79,0.07,113.01,4.62,50.6,Satisfactory,32.12,50.6,4.8375,0.08750000000000001,1.155,3616.4117647058824,119.13235294117648
Pabna,70.8,73.26,6.08,5.23,747.68,0.07,104.43,2.66,136.0,Moderate,73.26,136.0,7.6,0.08750000000000001,0.665,4598.117647058823,106.51470588235296
Rajshahi,95.28,101.37,19.55,10.28,694.28,0.41,82.97,0.21,217.6,Poor,100.91333333333334,217.6,24.4375,0.5125,0.0525,4284.0,82.97
Sirajgonj,53.91,55.55,5.01,2.16,667.57,0.07,110.15,2.66,89.85,Satisfactory,55.55,89.85,6.2625,0.08750000000000001,0.665,4126.882352941177,114.9264705882353
Dinajpur,30.82,32.39,3.13,2.38,620.84,0.0,97.28,3.1,51.36666666666667,Satisfactory,32.39,51.36666666666667,3.9125,0.0,0.775,3852.0,97.28
Gaibandha,32.4,34.39,2.5,1.65,580.79,0.03,107.29,5.0,54.0,Satisfactory,34.39,54.0,3.125,0.0375,1.25,3616.4117647058824,110.72058823529413
Kurigram,26.18,27.38,2.06,1.76,574.11,0.01,97.28,3.45,43.63333333333333,Good,27.38,43.63333333333333,2.575,0.0125,0.8625,3577.1176470588234,97.28
Lalmonirhat,32.52,34.19,1.68,1.69,634.19,0.0,86.55,3.33,54.2,Satisfactory,34.19,54.2,2.1,0.0,0.8325,3930.5294117647063,86.55
Nilphamari,40.17,42.35,1.74,2.06,660.9,0.01,82.97,4.56,66.95,Satisfactory,42.35,66.95,2.175,0.0125,1.14,4087.6470588235293,82.97
Panchagarh,27.03,28.53,1.04,1.05,647.54,0.02,100.14,3.96,45.05,Good,28.53,45.05,1.3,0.025,0.99,4009.0588235294117,100.20588235294117
Rangpur,34.87,36.38,2.15,2.06,607.49,0.01,98.71,3.8,58.11666666666666,Satisfactory,36.38,58.11666666666666,2.6875,0.0125,0.95,3773.470588235294,98.71
Thakurgaon,30.28,32.1,1.16,1.41,687.6,0.04,81.54,4.37,50.46666666666667,Satisfactory,32.1,50.46666666666667,1.4499999999999997,0.05,1.0925,4244.7058823529405,81.54
Barguna,5.09,6.34,0.9,0.84,317.1,0.01,42.2,2.66,8.483333333333333,Good,6.34,8.483333333333333,1.125,0.0125,0.665,2065.294117647059,42.2
Barisal,7.51,9.71,1.83,2.51,447.27,0.0,67.23,5.7,12.516666666666667,Good,9.71,12.516666666666667,2.2875,0.0,1.425,2831.0,67.23
Bhola,5.43,6.3,0.34,0.34,333.79,0.03,62.94,2.44,9.05,Good,6.3,9.05,0.425,0.0375,0.61,2163.4705882352946,62.94
Jhalokati,11.06,12.99,1.94,3.3,403.88,0.0,34.33,5.95,18.433333333333334,Good,12.99,18.433333333333334,2.425,0.0,1.4875,2575.764705882353,34.33
Patuakhali,7.14,8.24,0.38,1.02,343.8,0.04,44.35,4.24,11.9,Good,8.24,11.9,0.475,0.05,1.06,2222.3529411764703,44.35
Pirojpur,12.81,14.81,2.3,5.06,440.6,0.21,41.84,4.05,21.35,Good,14.81,21.35,2.8749999999999996,0.2625,1.0125,2791.764705882353,41.84
Bandarban,6.7,7.58,0.41,0.86,360.49,0.02,72.24,2.38,11.166666666666666,Good,7.58,11.166666666666666,0.5125,0.025,0.595,2320.529411764706,72.24
Brahmanbaria,25.57,28.51,10.25,10.71,480.65,0.31,111.58,4.31,42.61666666666667,Good,28.51,42.61666666666667,12.8125,0.3875,1.0775,3027.3529411764707,117.02941176470588
Chandpur,22.51,25.76,1.57,2.59,594.14,0.01,58.65,5.89,37.516666666666666,Good,25.76,37.516666666666666,1.9625,0.0125,1.4725,3694.9411764705883,58.65
Chittagong,6.07,7.55,6.26,4.8,367.17,0.27,87.98,1.12,10.116666666666667,Good,7.55,10.116666666666667,7.825,0.3375,0.28,2359.823529411765,87.98
Comilla,28.22,32.08,2.18,5.18,700.95,0.09,51.5,7.41,47.03333333333333,Good,32.08,47.03333333333333,2.7250000000000005,0.1125,1.8525,4323.235294117647,51.5
CoxBazar,7.7,8.38,0.32,0.48,343.8,0.03,78.68,0.82,12.833333333333334,Good,8.38,12.833333333333334,0.4,0.0375,0.205,2222.3529411764703,78.68
Feni,8.73,10.94,1.27,2.25,417.23,0.03,58.65,5.19,14.55,Good,10.94,14.55,1.5875,0.0375,1.2975,2654.294117647059,58.65
Khagrachari,6.06,6.92,0.68,1.31,407.22,0.06,47.21,1.43,10.1,Good,6.92,10.1,0.85,0.075,0.3575,2595.4117647058824,47.21
Lakshmipur,9.02,10.7,0.92,1.44,403.88,0.01,60.08,4.56,15.033333333333333,Good,10.7,15.033333333333333,1.15,0.0125,1.14,2575.764705882353,60.08
Noakhali,7.97,9.74,1.15,1.82,400.54,0.02,54.36,5.38,13.283333333333333,Good,9.74,13.283333333333333,1.4374999999999998,0.025,1.345,2556.1176470588234,54.36
Rangamati,17.54,18.7,2.74,1.17,410.56,0.02,68.67,0.09,29.233333333333334,Good,18.7,29.233333333333334,3.425,0.025,0.0225,2615.0588235294117,68.67
Habiganj,32.53,34.06,3.58,9.34,494.0,0.07,100.14,3.55,54.21666666666667,Satisfactory,34.06,54.21666666666667,4.475,0.08750000000000001,0.8875,3105.8823529411766,100.20588235294117
Maulvibazar,24.72,26.05,5.84,5.48,520.71,0.24,131.61,2.22,41.2,Good,26.05,41.2,7.3,0.3,0.555,3263.0,146.48529411764707
Sunamganj,18.87,19.42,1.1,0.96,427.25,0.01,83.69,1.63,31.45,Good,19.42,31.45,1.3750000000000002,0.0125,0.4075,2713.235294117647,83.69
Sylhet,37.37,39.06,1.24,2.25,560.76,0.1,97.28,2.34,62.28333333333333,Satisfactory,39.06,62.28333333333333,1.55,0.125,0.585,3498.5882352941176,97.28
Bagerhat,17.77,19.63,2.47,8.14,594.14,0.01,50.07,3.2,29.616666666666667,Good,19.63,29.616666666666667,3.0875000000000004,0.0125,0.8,3694.9411764705883,50.07
Chuadanga,85.85,88.06,6.91,2.06,647.54,0.01,134.47,1.17,186.16666666666666,Moderate,88.06,186.16666666666666,8.6375,0.0125,0.2925,4009.0588235294117,150.69117647058823
Jessore,44.41,47.41,6.74,7.97,754.36,0.14,52.93,3.14,74.01666666666665,Satisfactory,47.41,74.01666666666665,8.425,0.17500000000000002,0.785,4637.411764705882,52.93
Jhenaidah,58.32,62.02,3.99,4.71,667.57,0.03,94.41,5.89,97.2,Satisfactory,62.02,97.2,4.9875,0.0375,1.4725,4126.882352941177,94.41
Khulna,22.45,23.91,2.59,1.89,520.71,0.11,95.84,1.63,37.416666666666664,Good,23.91,37.416666666666664,3.2375,0.1375,0.4075,3263.0,95.84
Kushtia,78.24,80.86,6.74,5.91,680.92,0.0,118.73,2.41,160.79999999999998,Moderate,80.86,160.79999999999998,8.425,0.0,0.6025,4205.411764705882,127.54411764705883
Magura,64.35,66.37,4.77,2.68,640.87,0.09,141.62,2.28,114.49999999999999,Moderate,66.37,114.49999999999999,5.9624999999999995,0.1125,0.57,3969.823529411765,161.20588235294116
Meherpur,111.9,116.88,8.23,2.74,921.25,0.15,138.76,3.67,273.0,Poor,111.25333333333333,273.0,10.2875,0.1875,0.9175,5619.117647058823,157.0
Narail,48.14,50.93,6.14,5.27,734.33,0.2,72.96,2.31,80.23333333333333,Satisfactory,50.93,80.23333333333333,7.675,0.25,0.5775,4519.588235294118,72.96
Satkhira,27.73,30.61,20.74,26.73,453.95,0.06,47.21,0.47,46.21666666666667,Good,30.61,46.21666666666667,25.925,0.075,0.1175,2870.294117647059,47.21
Dhaka,47.68,59.61,5.78,37.36,1014.71,0.26,43.63,6.4,79.46666666666667,Satisfactory,59.61,79.46666666666667,7.225,0.325,1.6,6168.882352941177,43.63
Faridpur,65.58,69.1,4.05,5.83,714.3,0.03,87.26,6.65,118.6,Moderate,69.1,118.6,5.0625,0.0375,1.6625,4401.764705882353,87.26
Gazipur,62.58,71.85,3.99,21.42,934.6,0.03,62.94,6.84,108.6,Moderate,71.85,108.6,4.9875,0.0375,1.71,5697.64705882353,62.94
Gopalganj,78.8,83.84,6.86,4.11,774.38,0.02,135.9,11.4,162.66666666666666,Moderate,83.84,162.66666666666666,8.575,0.025,2.85,4755.176470588235,152.79411764705884
Jamalpur,41.26,43.48,9.3,3.38,547.41,0.03,144.48,3.99,68.76666666666667,Satisfactory,43.48,68.76666666666667,11.625000000000002,0.0375,0.9975,3420.0588235294117,165.41176470588232
Kishoreganj,80.47,93.26,2.56,17.14,834.47,0.01,18.6,12.79,168.23333333333335,Moderate,93.26,168.23333333333335,3.2,0.0125,3.1975,5108.64705882353,18.6
Madaripur,22.19,25.77,1.85,5.23,560.76,0.02,35.41,5.7,36.983333333333334,Good,25.77,36.983333333333334,2.3125,0.025,1.425,3498.5882352941176,35.41
Manikganj,46.52,54.46,3.13,4.76,600.82,0.01,76.53,8.61,77.53333333333333,Satisfactory,54.46,77.53333333333333,3.9125,0.0125,2.1525,3734.2352941176473,76.53
Munshiganj,18.03,25.48,1.59,6.08,580.79,0.02,43.99,6.21,30.05,Good,25.48,30.05,1.9875,0.025,1.5525,3616.4117647058824,43.99
Mymensingh,30.61,34.72,1.79,5.57,600.82,0.0,60.8,8.04,51.016666666666666,Satisfactory,34.72,51.016666666666666,2.2375,0.0,2.01,3734.2352941176473,60.8
Narayanganj,29.14,35.62,5.25,22.96,867.84,0.03,33.98,5.89,48.56666666666667,Good,35.62,48.56666666666667,6.5625,0.0375,1.4725,5304.941176470588,33.98
Narsingdi,72.27,83.87,5.96,24.33,894.55,0.04,45.78,9.88,140.89999999999998,Moderate,83.87,140.89999999999998,7.45,0.05,2.47,5462.058823529412,45.78
Netrokona,29.29,31.23,1.27,5.36,560.76,0.02,48.64,5.32,48.81666666666667,Good,31.23,48.81666666666667,1.5875,0.025,1.33,3498.5882352941176,48.64
Rajbari,77.3,82.76,2.95,8.05,714.3,0.05,101.57,9.75,157.66666666666666,Moderate,82.76,157.66666666666666,3.6875,0.0625,2.4375,4401.764705882353,102.30882352941175
Shariatpur,10.92,13.85,1.07,2.91,460.63,0.0,64.37,5.26,18.2,Good,13.85,18.2,1.3375,0.0,1.315,2909.5882352941176,64.37
Sherpur,22.94,24.62,1.97,11.14,527.38,0.0,75.82,4.5,38.233333333333334,Good,24.62,38.233333333333334,2.4625,0.0,1.125,3302.235294117647,75.82
Tangail,65.97,68.7,6.38,4.54,714.3,0.0,110.15,4.31,119.89999999999999,Moderate,68.7,119.89999999999999,7.975,0.0,1.0775,4401.764705882353,114.9264705882353
Bogra,50.34,53.2,2.59,5.27,614.17,0.04,85.83,5.19,83.9,Satisfactory,53.2,83.9,3.2375,0.05,1.2975,3812.7647058823527,85.83
Joypurhat,51.42,57.14,2.24,13.02,700.95,0.16,69.38,9.12,85.7,Satisfactory,57.14,85.7,2.8000000000000003,0.2,2.28,4323.235294117647,69.38
Naogaon,73.44,81.95,3.31,9.77,700.95,0.09,91.55,32.42,144.79999999999998,Moderate,81.95,144.79999999999998,4.1375,0.1125,8.105,4323.235294117647,91.55
Natore,48.57,51.08,2.71,2.01,560.76,0.02,100.14,5.26,80.95,Satisfactory,51.08,80.95,3.3875,0.025,1.315,3498.5882352941176,100.20588235294117
Nawabganj,30.77,32.47,4.23,1.39,587.46,0.02,107.29,5.89,51.28333333333333,Satisfactory,32.47,51.28333333333333,5.2875000000000005,0.025,1.4725,3655.6470588235293,110.72058823529413
Pabna,61.53,64.44,3.22,5.48,727.65,0.01,85.12,4.43,105.10000000000001,Moderate,64.44,105.10000000000001,4.025,0.0125,1.1075,4480.2941176470595,85.12
Rajshahi,169.67,178.41,45.3,20.91,847.82,0.13,138.76,0.52,338.2076923076923,Very Poor,152.27333333333334,338.2076923076923,56.625,0.1625,0.13,5187.176470588235,157.0
Sirajgonj,37.07,38.67,2.33,2.38,580.79,0.0,81.54,3.36,61.78333333333333,Satisfactory,38.67,61.78333333333333,2.9125,0.0,0.84,3616.4117647058824,81.54
Dinajpur,34.27,36.25,1.83,2.21,647.54,0.02,98.71,4.31,57.116666666666674,Satisfactory,36.25,57.116666666666674,2.2875,0.025,1.0775,4009.0588235294117,98.71
Gaibandha,47.54,57.05,3.4,8.57,761.03,0.02,64.37,52.18,79.23333333333333,Satisfactory,57.05,79.23333333333333,4.25,0.025,13.045,4676.64705882353,64.37
Kurigram,36.08,41.92,2.33,5.4,654.22,0.01,75.1,28.12,60.133333333333326,Satisfactory,41.92,60.133333333333326,2.9125,0.0125,7.03,4048.3529411764707,75.1
Lalmonirhat,36.76,42.32,1.49,2.68,707.63,0.03,61.51,7.73,61.266666666666666,Satisfactory,42.32,61.266666666666666,1.8625,0.0375,1.9325,4362.529411764706,61.51
Nilphamari,38.69,43.35,1.03,3.34,687.6,0.04,57.94,9.88,64.48333333333333,Satisfactory,43.35,64.48333333333333,1.2875,0.05,2.47,4244.7058823529405,57.94
Panchagarh,35.19,42.26,1.45,6.26,767.71,0.11,60.8,8.99,58.65,Satisfactory,42.26,58.65,1.8125,0.1375,2.2475,4715.941176470588,60.8
Rangpur,40.63,45.5,1.76,3.98,700.95,0.03,65.09,11.53,67.71666666666667,Satisfactory,45.5,67.71666666666667,2.2,0.0375,2.8825,4323.235294117647,65.09
Thakurgaon,35.82,45.15,1.07,4.84,767.71,0.12,31.11,15.58,59.7,Satisfactory,45.15,59.7,1.3375,0.15,3.895,4715.941176470588,31.11
Barguna,6.12,7.76,0.59,0.83,323.77,0.01,37.19,3.33,10.2,Good,7.76,10.2,0.7375,0.0125,0.8325,2104.529411764706,37.19
Barisal,9.57,12.11,2.09,3.17,370.5,0.01,31.11,5.45,15.95,Good,12.11,15.95,2.6125,0.0125,1.3625,2379.4117647058824,31.11
Bhola,4.6,5.72,0.43,0.63,337.12,0.0,57.22,2.82,7.666666666666666,Good,5.72,7.666666666666666,0.5375,0.0,0.705,2183.0588235294117,57.22
Jhalokati,7.48,9.46,1.21,1.71,327.11,0.01,29.33,4.24,12.466666666666667,Good,9.46,12.466666666666667,1.5125,0.0125,1.06,2124.176470588235,29.33
Patuakhali,5.52,7.71,0.83,1.52,357.15,0.01,44.35,5.76,9.2,Good,7.71,9.2,1.0375,0.0125,1.44,2300.8823529411766,44.35
Pirojpur,8.41,10.45,0.86,2.53,327.11,0.05,26.82,3.1,14.016666666666667,Good,10.45,14.016666666666667,1.075,0.0625,0.775,2124.176470588235,26.82
Bandarban,5.44,6.22,0.26,1.82,350.48,0.0,40.77,1.69,9.066666666666666,Good,6.22,9.066666666666666,0.325,0.0,0.4225,2261.6470588235297,40.77
Brahmanbaria,46.86,61.5,4.65,13.88,867.84,0.03,23.6,16.47,78.1,Satisfactory,61.5,78.1,5.812500000000001,0.0375,4.1175,5304.941176470588,23.6
Chandpur,12.21,15.45,1.39,2.19,460.63,0.0,64.37,4.94,20.35,Good,15.45,20.35,1.7375,0.0,1.235,2909.5882352941176,64.37
Chittagong,10.27,12.36,3.19,21.42,587.46,0.05,32.9,3.99,17.116666666666667,Good,12.36,17.116666666666667,3.9875,0.0625,0.9975,3655.6470588235293,32.9
Comilla,17.56,21.93,1.39,4.16,547.41,0.01,52.21,6.71,29.266666666666662,Good,21.93,29.266666666666662,1.7375,0.0125,1.6775,3420.0588235294117,52.21
CoxBazar,10.8,12.26,0.52,6.26,377.18,0.02,28.25,4.18,18.0,Good,12.26,18.0,0.65,0.025,1.045,2418.7058823529414,28.25
Feni,10.64,13.83,1.19,2.83,447.27,0.01,40.41,4.88,17.733333333333334,Good,13.83,17.733333333333334,1.4875,0.0125,1.22,2831.0,40.41
Khagrachari,6.39,7.26,0.63,2.44,397.21,0.0,26.82,1.28,10.65,Good,7.26,10.65,0.7875,0.0,0.32,2536.529411764706,26.82
Lakshmipur,10.26,12.91,0.65,1.5,420.57,0.01,40.41,3.99,17.1,Good,12.91,17.1,0.8125,0.0125,0.9975,2673.9411764705883,40.41
Noakhali,9.17,11.05,0.75,1.63,410.56,0.02,40.05,3.77,15.283333333333333,Good,11.05,15.283333333333333,0.9375,0.025,0.9425,2615.0588235294117,40.05
Rangamati,9.96,10.54,2.35,1.82,353.81,0.0,60.08,0.56,16.6,Good,10.54,16.6,2.9375,0.0,0.14,2281.235294117647,60.08
Habiganj,26.67,30.59,1.67,5.36,480.65,0.01,57.22,8.36,44.45,Good,30.59,44.45,2.0875,0.0125,2.09,3027.3529411764707,57.22
Maulvibazar,25.87,31.61,1.15,9.25,594.14,0.02,38.62,6.27,43.11666666666667,Good,31.61,43.11666666666667,1.4374999999999998,0.025,1.5675,3694.9411764705883,38.62
Sunamganj,19.03,20.28,0.45,3.17,447.27,0.01,21.28,2.6,31.716666666666665,Good,20.28,31.716666666666665,0.5625,0.0125,0.65,2831.0,21.28
Sylhet,38.03,42.51,1.43,14.4,694.28,0.05,40.77,6.84,63.38333333333333,Satisfactory,42.51,63.38333333333333,1.7875,0.0625,1.71,4284.0,40.77
Bagerhat,22.7,28.26,3.22,21.59,714.3,0.07,37.55,8.23,37.833333333333336,Good,28.26,37.833333333333336,4.025,0.08750000000000001,2.0575,4401.764705882353,37.55
Chuadanga,113.58,122.05,3.64,5.66,841.14,0.03,87.26,15.96,278.6,Poor,114.7,278.6,4.55,0.0375,3.99,5147.882352941177,87.26
Jessore,20.51,22.19,1.46,2.96,487.33,0.03,98.71,3.99,34.18333333333333,Good,22.19,34.18333333333333,1.825,0.0375,0.9975,3066.6470588235293,98.71
Jhenaidah,76.99,85.34,2.65,10.03,847.82,0.06,98.71,11.15,156.63333333333333,Moderate,85.34,156.63333333333333,3.3125,0.075,2.7875,5187.176470588235,98.71
Khulna,17.45,19.34,2.24,4.24,507.36,0.01,87.26,3.36,29.083333333333332,Good,19.34,29.083333333333332,2.8000000000000003,0.0125,0.84,3184.470588235294,87.26
Kushtia,96.57,104.61,4.35,8.74,807.76,0.04,70.1,12.03,221.89999999999998,Poor,103.07333333333334,221.89999999999998,5.437499999999999,0.05,3.0075,4951.529411764706,70.1
Magura,76.73,82.29,3.61,8.65,781.06,0.08,86.55,10.26,155.76666666666668,Moderate,82.29,155.76666666666668,4.5125,0.1,2.565,4794.470588235294,86.55
Meherpur,172.87,184.98,7.21,9.68,1148.22,0.07,115.87,21.03,340.66923076923075,Very Poor,156.6533333333333,340.66923076923075,9.0125,0.08750000000000001,5.2575,6954.235294117647,123.33823529411765
Narail,19.69,21.63,1.65,4.33,500.68,0.05,91.55,4.24,32.81666666666667,Good,21.63,32.81666666666667,2.0625,0.0625,1.06,3145.176470588235,91.55
Satkhira,27.26,32.08,11.92,8.4,480.65,0.13,59.37,5.32,45.43333333333333,Good,32.08,45.43333333333333,14.9,0.1625,1.33,3027.3529411764707,59.37
Dhaka,46.53,66.38,2.03,22.96,1028.06,0.23,9.48,13.81,77.55,Satisfactory,66.38,77.55,2.5374999999999996,0.2875,3.4525,6247.411764705882,9.48
Faridpur,56.71,79.59,4.17,23.99,907.9,0.03,13.05,73.97,94.51666666666667,Satisfactory,79.59,94.51666666666667,5.2125,0.0375,18.4925,5540.588235294118,13.05
Gazipur,43.94,51.2,2.71,16.62,881.2,0.0,31.11,6.08,73.23333333333333,Satisfactory,51.2,73.23333333333333,3.3875,0.0,1.52,5383.529411764706,31.11
Gopalganj,126.66,166.3,17.17,30.16,1522.06,0.0,57.94,131.73,305.1230769230769,Very Poor,144.2,305.1230769230769,21.462500000000002,0.0,32.9325,9153.29411764706,57.94
Jamalpur,121.6,149.33,20.03,27.76,1375.2,0.0,54.36,62.82,301.2307692307692,Very Poor,132.88666666666666,301.2307692307692,25.0375,0.0,15.705,8289.411764705881,54.36
Kishoreganj,92.63,98.33,12.04,8.48,741.01,0.0,65.09,3.04,208.76666666666665,Poor,98.33,208.76666666666665,15.05,0.0,0.76,4558.882352941177,65.09
Madaripur,36.49,54.71,3.61,20.91,841.14,0.01,11.8,71.94,60.81666666666667,Satisfactory,54.71,60.81666666666667,4.5125,0.0125,17.985,5147.882352941177,11.8
Manikganj,63.56,78.49,1.77,7.37,807.76,0.0,26.82,13.3,111.86666666666667,Moderate,78.49,111.86666666666667,2.2125,0.0,3.325,4951.529411764706,26.82
Munshiganj,62.71,98.17,5.78,21.76,1308.44,0.32,6.17,30.91,109.03333333333333,Moderate,98.17,109.03333333333333,7.225,0.4,7.7275,7896.705882352941,6.17
Mymensingh,38.69,49.07,1.24,8.57,680.92,0.0,31.47,13.68,64.48333333333333,Satisfactory,49.07,64.48333333333333,1.55,0.0,3.42,4205.411764705882,31.47
Narayanganj,49.6,60.6,4.41,28.1,1108.17,0.1,15.74,5.32,82.66666666666667,Satisfactory,60.6,82.66666666666667,5.5125,0.125,1.33,6718.64705882353,15.74
Narsingdi,66.76,77.51,5.19,24.33,1041.41,0.0,20.03,22.29,122.53333333333335,Moderate,77.51,122.53333333333335,6.4875,0.0,5.5725,6325.941176470589,20.03
Netrokona,27.47,29.83,0.78,4.84,587.46,0.0,38.98,5.76,45.78333333333333,Good,29.83,45.78333333333333,0.975,0.0,1.44,3655.6470588235293,38.98
Rajbari,96.56,111.98,1.07,11.14,921.25,0.0,24.32,8.87,221.86666666666667,Poor,107.98666666666666,221.86666666666667,1.3375,0.0,2.2175,5619.117647058823,24.32
Shariatpur,17.23,23.51,1.39,3.86,527.38,0.0,37.19,7.41,28.716666666666665,Good,23.51,28.716666666666665,1.7375,0.0,1.8525,3302.235294117647,37.19
Sherpur,38.54,43.64,1.04,8.74,647.54,0.0,36.12,10.89,64.23333333333333,Satisfactory,43.64,64.23333333333333,1.3,0.0,2.7225,4009.0588235294117,36.12
Tangail,66.39,72.24,5.42,8.23,714.3,0.0,80.11,7.03,121.3,Moderate,72.24,121.3,6.775,0.0,1.7575,4401.764705882353,80.11
Bogra,80.64,97.27,5.66,29.13,1108.17,0.0,52.93,98.29,168.8,Moderate,97.27,168.8,7.075,0.0,24.5725,6718.64705882353,52.93
Joypurhat,81.24,99.34,3.73,29.47,1081.47,0.61,5.9,58.26,170.79999999999998,Moderate,99.34,170.79999999999998,4.6625,0.7625,14.565,6561.588235294118,5.9
Naogaon,79.13,98.22,1.06,13.54,921.25,0.04,14.13,18.24,163.76666666666665,Moderate,98.22,163.76666666666665,1.325,0.05,4.56,5619.117647058823,14.13
Natore,67.44,82.24,0.97,10.03,781.06,0.03,17.17,11.02,124.8,Moderate,82.24,124.8,1.2125,0.0375,2.755,4794.470588235294,17.17
Nawabganj,62.53,84.2,3.58,15.59,1108.17,0.01,11.18,30.91,108.43333333333334,Moderate,84.2,108.43333333333334,4.475,0.0125,7.7275,6718.64705882353,11.18
Pabna,62.24,71.53,1.8,9.25,787.74,0.0,28.61,8.74,107.46666666666667,Moderate,71.53,107.46666666666667,2.25,0.0,2.185,4833.764705882353,28.61
Rajshahi,140.97,161.03,3.67,18.68,1054.76,0.0,27.54,13.81,316.13076923076926,Very Poor,140.68666666666667,316.13076923076926,4.5875,0.0,3.4525,6404.470588235294,27.54
Sirajgonj,48.61,56.68,1.21,9.25,714.3,0.02,18.24,9.75,81.01666666666667,Satisfactory,56.68,81.01666666666667,1.5125,0.025,2.4375,4401.764705882353,18.24
Dinajpur,64.74,77.87,1.09,17.31,1054.76,0.23,7.06,22.29,115.79999999999998,Moderate,77.87,115.79999999999998,1.3625000000000003,0.2875,5.5725,6404.470588235294,7.06
Gaibandha,73.67,90.09,2.33,15.94,1094.82,0.03,11.09,50.66,145.56666666666666,Moderate,90.09,145.56666666666666,2.9125,0.0375,12.665,6640.117647058823,11.09
Kurigram,61.53,83.55,5.01,15.94,988.01,0.0,37.19,85.12,105.10000000000001,Moderate,83.55,105.10000000000001,6.2625,0.0,21.28,6011.823529411765,37.19
Lalmonirhat,50.37,68.32,1.33,6.51,867.84,0.0,22.35,14.95,83.94999999999999,Satisfactory,68.32,83.94999999999999,1.6625,0.0,3.7375,5304.941176470588,22.35
Nilphamari,68.65,87.09,4.41,19.19,1094.82,0.0,25.39,115.51,128.83333333333334,Moderate,87.09,128.83333333333334,5.5125,0.0,28.8775,6640.117647058823,25.39
Panchagarh,64.86,82.11,2.33,14.05,1134.87,0.04,12.34,24.32,116.2,Moderate,82.11,116.2,2.9125,0.05,6.08,6875.7058823529405,12.34
Rangpur,76.53,95.01,2.95,15.42,1134.87,0.04,11.0,62.82,155.1,Moderate,95.01,155.1,3.6875,0.05,15.705,6875.7058823529405,11.0
Thakurgaon,49.32,62.61,1.33,11.14,921.25,0.02,12.88,30.91,82.2,Satisfactory,62.61,82.2,1.6625,0.025,7.7275,5619.117647058823,12.88
Barguna,6.84,9.15,0.38,0.96,297.07,0.0,22.53,2.76,11.4,Good,9.15,11.4,0.475,0.0,0.69,1947.4705882352941,22.53
Barisal,17.22,25.77,1.64,7.45,494.0,0.09,6.53,9.37,28.7,Good,25.77,28.7,2.05,0.1125,2.3425,3105.8823529411766,6.53
Bhola,5.91,7.75,0.25,0.7,297.07,0.0,37.19,2.22,9.85,Good,7.75,9.85,0.3125,0.0,0.555,1947.4705882352941,37.19
Jhalokati,9.35,13.18,1.48,4.97,370.5,0.01,14.48,5.45,15.583333333333334,Good,13.18,15.583333333333334,1.85,0.0125,1.3625,2379.4117647058824,14.48
Patuakhali,8.62,11.93,0.95,3.04,350.48,0.0,23.6,5.26,14.366666666666665,Good,11.93,14.366666666666665,1.1875,0.0,1.315,2261.6470588235297,23.6
Pirojpur,11.42,14.7,2.21,4.5,370.5,0.0,19.85,3.64,19.033333333333335,Good,14.7,19.033333333333335,2.7625,0.0,0.91,2379.4117647058824,19.85
